Record ID (System);Nav Customer No;Company name;Legal Name 1;Customer Status;Priority Customer;Solution hosted Air Support;Country;Country.Region;Country.Sub Region;VAT-Free;Invoice Type;Operator;Region + Tier;Invoicing every;Tails – PPS;Tails – OC-FW, Terr;Tails – OC-FW, SAT;Tails - OC-NOTAM;Tails - Last changed;Tails - Last changed by;OC Only;Blocked;Termination received;Termination as per;Churn Reported Date;Churn SaaS-method;Churn value;Avoidable/Un-avoidable;Churn reason;Closed, last invoice date;Value DKK last Invoice;Customer Since;Integrator;Current FPL System;FPL Binding date;NDA;NDA changed;NDA Responsible;Rolling Contract;Cancel Terms;Price Group;Price escalation %;Created (System);Supplier;Sales Responsible;EU Air Safety List;Binding Date FW;Blocked Date;Blocked by;Blocked Reason;Blocker
9942;;SM 680 (United States of America);;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9943;;DA330 AM Holding;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9944;;LHAM3 (United States of America);;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9945;;Gulf Ramro Pegasus;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9946;;Top Flight Aero-Services;Top Flight Aero-Services Ltd.;PotCust;;;Bahamas - BS - Americas;Americas;America, Latin and the Caribbean;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9947;;Sun Splash Aviation;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9948;;Yakovlev Aircraft Corporation;OJSC Experimental Design Bureau n.a. A.S. Yakovlev;Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9949;;(Duplicate) McMurray Aviation;;NonCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9950;;Levanter Negocios Corporativos e Administradora de Participacoes;;PotCust;;;Brazil - BR - Americas;Americas;America, Latin and the Caribbean;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9951;;Superior Airways;;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9952;;Yucaipa;The Yucaipa Companies LLC;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9953;;UVT aero;JSC UVT-Aero;Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9954;;Vancouver Island Air;;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9955;;Irish Air Corps;;PotCust;;;Ireland - IE - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9956;;Z Air;Medicair N.V.;PotCust;;;Curaçao - CW - Americas;Americas;America, Latin and the Caribbean;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9957;;VOARE Táxi Aéreo;;PotCust;;;Brazil - BR - Americas;Americas;America, Latin and the Caribbean;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:47;;;;;;;;
9959;;MBG One Third;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9960;;Promech Air;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9961;;(Duplicate) Zambia Airways;Zambia Airways (2014) Limited;NonCust;;;Zambia - ZM - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9962;;Zephyr;;PotCust;;;Bermuda - BM - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9964;;Gordon Air;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9965;;ZeroAvia;ZeroAvia, Inc.;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9966;;NATA - North American Tactical Aviation;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9967;;A-Liner-8-Aviation;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9968;;United States Army;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9969;;Sunrider;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9970;;GNG (United States of America);;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9973;;Armada de México;;PotCust;;;Mexico - MX - Americas;Americas;America, Latin and the Caribbean;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9974;;Trans Anguilla Airways;;PotCust;;;Anguilla - AI - Americas;Americas;America, Latin and the Caribbean;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-20 15:48;;;;;;;;
9976;;MONACAIR;MONACAIR;PotCust;;;Monaco - MC - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2025-05-21 10:36;;Matias Magnasco;;;;;;
9977;;OdinJets;OdinJets Sàrl;PotCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-21 10:58;;Matias Magnasco;;;;;;
9978;;Simply Jet;Simply Jet SA;PotCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-21 11:11;;Lasse Nilsson;;;;;;
9979;COM14565;FlyJet LLP;FlyJet LLP;PotCust;;;Kazakhstan - KZ - Asia;Asia;Middle East;;;GA-BA;APAC5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Arinc Direct;;;;;;;;0,00;2025-05-26 08:45;;Oliver Williams;;;;;;
9980;;Easy Flight;Easy Flight;PotCust;;;Brazil - BR - Americas;Americas;America, Latin and the Caribbean;;;FSP;AME2;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-26 14:50;;Kevin Horne;;;;;;
9981;;Aeropuerto Ecologico de Galapagos;Aeropuerto Ecologico de Galapagos;PotCust;;;Ecuador - EC - Americas;Americas;America, Latin and the Caribbean;;;GA-BA;AME1;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-05-29 16:18;;Kevin Horne;;;;;;
9982;COM14567;San Marino Executive Aviation;San Marino Executive Aviation s.r.l.;PotCust;;;San Marino - SM - Europe;Europe;Europe Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-02 11:07;;Lasse Nilsson;;;;;;
9983;;Air Moana;;Customer via;;;;;;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;2025-10-16;;;;;;;;;;0,00;2025-06-02 13:38;;;;;;;;
9984;;PANSA - Polish Air Navigation Services Agency;Polish Air Navigation Services Agency (PANSA);NonCust;;;Poland - PL - Europe;Europe;Europe Eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-02 15:53;;;;;;;;
9985;;TruNorth Consulting;TruNorth Consulting;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-03 08:40;;;;;;;;
9986;;ANAC Niger;Agence Nationale de l'Aviation Civile (Niger);PotCust;;;Niger - NE - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-03 08:45;;;;;;;;
9987;;TopJet Executive;TOPJET EXECUTIVE;PotCust;;;Italy - IT - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-03 09:30;;;;;;;;
9989;;PAFCA - Professional Airline Flight Control Association;Professional Airline Flight Control Association;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-03 11:37;;;;;;;;
9990;;FRALDA - FRench AirLine Dispatcher Association;French AirLine Dispatcher Association;NonCust;;;France - FR - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-03 11:49;;;;;;;;
9991;;Agile Aerosystems;Agile Aerosystems;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-04 08:57;;;;;;;;
9992;;FliteX;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2025-06-04 15:40;;;;;;;;
9994;;Spidertracks (vellox group);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2025-06-05 11:52;;Peter Gravesen;;;;;;
9995;COM14572;EWA AIR;EWA AIR;PotCust;;;Mayotte - YT - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-10 07:07;;Lasse Nilsson;;;;;;
9996;;Agilia Center;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-10 10:22;;;;;;;;
9997;;(Duplicate) meteomatics;;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-10 15:05;;;;;;;;
9998;;NATS;NATS;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-11 08:47;;;;;;;;
9999;;"FLUGHAFENGESELLSCHAFT
FLUGHAFENGESEAFENGESELLSCHAFT";;PotCust;;;Germany - DE - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-11 11:56;;;;;;;;
10000;;Caribbean Aircraft Handling Co.;;PotCust;;;Barbados - BB - Americas;Americas;America, Latin and the Caribbean;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-11 12:46;;;;;;;;
10001;;Aerodrom Ljubljana D.D.;;PotCust;;;Slovenia - SI - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-11 12:57;;;;;;;;
10003;;NAVCHINA - China Aviation Navigation Data;China Aviation Navigation Data Co., Ltd;PotCust;;;China - CN - Asia;Asia;Asia Eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-12 08:23;;John Tan;;;;;;
10004;;North Shore Aero club;North Shore Aero Club;PotCust;;;New Zealand - NZ - Oceania;Oceania;Australia and New Zealand;;;;APAC4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-13 09:00;;John Tan;;;;;;
10005;;Mountain Flyers;Mountain Flyers 80 Ltd;PotCust;;;Switzerland - CH - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-17 10:25;;Matias Magnasco;;;;;;
10006;;Kales Airline Services;Kales Group BV;PotCust;;;Netherlands - NL - Europe;Europe;Europe Western;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-17 10:49;;Matias Magnasco;;;;;;
10007;;Samson Aviation Services;Samson Aviation Services Limited;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-17 10:53;;Matias Magnasco;;;;;;
11006;;Multiflight;Multiflight Limited;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2025-06-17 11:32;;Matias Magnasco;;;;;;
11007;;Ukrainian State Air Traffic Services Enterprise (UkSATSE);Ukrainian State Air Traffic Services Enterprise;PotCust;;;Ukraine - UA - Europe;Europe;Europe Eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-18 08:35;;;;;;;;
11008;;Talon Air Jets;Talon Air Jets;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-18 20:39;;Kevin Horne;;;;;;
11009;;London Air Services (LAS);London Air Services;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;GA-BA;AME4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-18 21:00;;Kevin Horne;;;;;;
11010;COM14569;This Way Aviation;This Way Aviation;PotCust;;;Spain - ES - Europe;Europe;Europe Southern;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2025-06-19 09:35;;Matias Magnasco;;;;;;
11012;COM14571;Fly Europe;Fly Europe Ltd.;Pending Delivery;;;Bulgaria - BG - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;2026-08-24;Lene Villumsen;;;;;;;0,00;;;;  ;2026-08-19;;FSP with PPS;;;;;12M;12M;;8,00;2025-06-20 09:32;;Lasse Nilsson;;2029-08-18;;;;
11013;COM14592;Sin-Kung Airways Sdn. Bhd. (formerly known as Prima Air Sdn. Bhd.);Sin-Kung Airways Sdn. Bhd.;Customer;1;;Malaysia - MY - Asia;Asia;Asia South-eastern;;Standard;AIRL;APAC5;1 month;0,00;2,00;2,00;0;2026-01-06;Lene Villumsen;;;;;;;0,00;;;;  ;2025-09-21;;PPS;2028-09-20;;;;Continues untill notice;12M;TR 2025;8,00;2025-06-23 02:25;;John Tan;;2028-09-20;;;;
11014;;Aireon;Aireon LLC;NonCust;;;United States of America - US - Americas;Americas;America, Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;●;2026-08-25 15:00;Z LIME ms inbox;;;;0,00;2025-06-23 12:43;●;Peter Gravesen;;;;;;
11015;;Metro Aviation Inc;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-24 09:32;;;;;;;;
11016;;Ops-Analytics;Ops-Analytics ApS;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2025-06-24 10:36;;;;;;;;
11017;;Dutch Police;Dutch Police;PotCust;;;Netherlands - NL - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-24 11:38;;Lasse Nilsson;;;;;;
11018;;Mercury Aviation;;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-24 13:04;;;;;;;;
11019;;SAF AEROGROUP;SAF AEROGROUP;PotCust;;;France - FR - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-24 13:18;;Matias Magnasco;;;;;;
11020;;C-Astral Aerospace;C-Astral d.o.o.;NonCust;;;Slovenia - SI - Europe;Europe;Europe Southern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-06-24 13:45;;;;;;;;
11024;;Slate Aviation Services;Slate Aviation Services;PotCust;;;Kenya - KE - Africa;Africa;Africa Sub-Saharan;;New FSP;FSP;AFR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2025-06-25 16:07;;Matias Magnasco;;;;;;
11027;COM14609;North American Flight Control (NAFC);North American Flight Control LLC;Customer;;;United States of America - US - Americas;Americas;America, Northern;;Standard;GA-BA;AME5;1 month;0,00;0,00;0,00;0;2026-04-17;Lene Villumsen;;;;;;;0,00;;;;  ;2025-12-19;;Navblue Navtech;;;;;;;;0,00;2025-06-27 21:48;;Kevin Horne;;;;;;
11028;;DEA Specialised Airborne Operations;DEA Aviation Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-01 10:05;;Matias Magnasco;;;;;;
11030;;Annex Business Media (Wings Magazine);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-02 15:31;;;;;;;;
11034;;IATA (Redactive - Press Media);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-03 09:04;;;;;;;;
11035;;Valnet Inc (simpleflying.com);;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-03 09:36;;;;;;;;
11036;;MHM Publishing (Skies);;PotCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-03 09:46;;;;;;;;
11037;COM14573;Afrijet Sahara;Afrijet Sahara;PotCust;;;Morocco - MA - Africa;Africa;Africa Northern;;Standard;AIRL;AFR5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-03 15:00;;Matias Magnasco;;;;;;
11038;COM14574;Asia Union Airlines;Asia Union Airlines;PotCust;;;Uzbekistan - UZ - Asia;Asia;Middle East;;;AIRL;APAC5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-09 09:08;;Oliver Williams;;;;;;
11042;COM14578;Lin Aviation Services;Lin Aviation Services;PotCust;2;;Mexico - MX - Americas;Americas;America, Latin and the Caribbean;;;;AME4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2025-07-10 20:30;;Brett Richard Danks;;;;;;
11043;;FINNHEMS OY;FinnHEMS Oy;PotCust;;;Finland - FI - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-11 14:37;;Mogens Bradley Andersen;;;;;;
11045;COM14580;Sky7 Aviation FZE;Sky7 Aviation FZE;Customer;;;United Arab Emirates - AE - Asia;Asia;Middle East;;New FSP;FSP;APAC5;1 month;0,00;0,00;0,00;0;2025-10-22;Bjarne Krog;;;;;;;0,00;;;;  ;2025-08-22;;FSP with PPS;2028-08-08;;;;Continues untill notice;12M;TR 2025;8,00;2025-07-18 13:23;;Oliver Williams;;;;;;
11046;COM14581;Pyramids Airlines;Pyramids Airlines;Customer;;;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;AFR5;1 month;1,00;1,00;1,00;0;2026-04-17;Lene Villumsen;●;;;;;;0,00;;;;  ;2026-02-20;;PPS;2028-07-31;;;;Continues untill notice;12M;TR 2025;8,00;2025-07-18 23:03;;Matias Magnasco;;;;;;
11047;;Holiday Lines Group;;PotCust;;;Israel - IL - Asia;Asia;Middle East;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-21 18:03;;Oliver Williams;;;;;;
11048;;TUS IL;;PotCust;;;Israel - IL - Asia;Asia;Middle East;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-21 18:04;;Oliver Williams;;;;;;
11049;COM14582;Ibex Air Charter;Ibex Air Charter;PotCust;;;Lebanon - LB - Asia;Asia;Middle East;;Standard;GA-BA;APAC5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-24 10:46;;Oliver Williams;;;;;;
11050;COM14593;CKD Aviation;CKD aviation;PotCust;;;Turkey - TR - Asia;Asia;Middle East;;;;APAC5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-24 15:58;;Oliver Williams;;;;;;
11051;COM14583;Auric Air;Auric Air Services Limited;PotCust;;;Tanzania, United Republic of - TZ - Africa;Africa;Africa Sub-Saharan;;Standard;AIRL;AFR4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2025-07-25 13:28;;Matias Magnasco;;;;;;
11053;;McCain;McCain Foods Canada;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;GA-BA;AME3;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-28 13:55;;Kevin Horne;;;;;;
11054;;Kroger;The Kroger Company;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;;AME4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-28 14:33;;Kevin Horne;;;;;;
11055;COM14618;Isles of Scilly Skybus;Isles of Scilly Steamship Company Limited;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;Standard;AIRL;EUR4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2025-07-28 15:27;;Matias Magnasco;;;;;;
11057;;HHL LLC;HHL LLC;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-29 21:09;;Kevin Horne;;;;;;
11058;;Coca-Cola;Coca-Cola Consolidated;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-30 18:03;;Kevin Horne;;;;;;
11059;;Lowes;Lowe's Home Improvement;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;AME5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-30 18:15;;Kevin Horne;;;;;;
11060;;Disney Aviation;Disney Aviation;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;AME5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-30 18:29;;Kevin Horne;;;;;;
11061;;Warner Bros. Pictures;Warner Bros. Pictures;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;AME5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-30 18:39;;Kevin Horne;;;;;;
11062;;Discovery Communications LLC;Discovery Inc;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;AME5;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2025-07-30 18:43;;Kevin Horne;;;;;;
