Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM14284,McDan Aviation - San Marino,PotCust,McDan Aviation,Europe,Europe Southern,San Marino - SM - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2181,0,,USD
COM14285,Air Master - Egypt,Customer,Air Master,Africa,Africa Northern,Egypt - EG - Africa,,  ,0%, 4 969,"1,417%", 75 391,55%,"116,664.00","73,584.00","122,218.00","68,030.00","116,664.00",Standard,AFR5,AIRL,"21,031.00",0.00,"10,515.00","10,515.00",0.00,0.00,2182,2,2023-11-01,EUR
COM14286,FLY-COOP AVIATION SERVICES LTD. - Hungary,PotCust,FLY-COOP AVIATION SERVICES LTD.,Europe,Europe Eastern,Hungary - HU - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2183,10,,EUR
COM14287,Echo3 ( JAWI) - United Kingdom of Great Britain and Northern Ireland,Customer,Echo3 ( JAWI),Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%, 11 632,605%, 82 025,117%,"177,715.00","93,488.00","167,766.00","103,436.00","177,715.00",New FSP,EUR4,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2184,1,2023-07-01,EUR
COM14288,AEROWISE - Argentina,PotCust,AEROWISE,Americas,"America, Latin and the Caribbean",Argentina - AR - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,AME5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2185,1,,USD
COM14289,DC Aviation Gmbh - Germany,NonCust,DC Aviation Gmbh,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2186,0,,EUR
COM14290,Uzbekistan Airways - Uzbekistan,PotCust,Uzbekistan Airways,Asia,Middle East,Uzbekistan - UZ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2187,0,,USD
COM14291,JOINJET - Denmark,PotCust,JOINJET,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2188,0,,EUR
COM14292,ADTI Oman - Oman,PotCust,ADTI Oman,Asia,Middle East,Oman - OM - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2189,0,,USD
COM14293,Berkut Air - Kazakhstan,PotCust,Berkut Air,Asia,Middle East,Kazakhstan - KZ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2190,8,,USD
COM14294,Camair - Cameroon,PotCust,Camair,Africa,Africa Sub-Saharan,Cameroon - CM - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2191,0,,EUR
COM14295,INDIGO - India,PotCust,INDIGO,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2192,0,,USD
COM14297,MSPL Limited - India,PotCust,MSPL Limited,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2193,0,,USD
COM14298,Penjet - Australia,PotCust,Penjet,Oceania,Australia and New Zealand,Australia - AU - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2194,0,,USD
COM14299,TREBET AVIATION - Nigeria,PotCust,TREBET AVIATION,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2195,0,,USD
COM14300,Air Cambodia - Cambodia,PotCust,Air Cambodia,Asia,Asia South-eastern,Cambodia - KH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2196,0,,USD
COM14301,Ibrahim Fibres Limited - Pakistan,PotCust,Ibrahim Fibres Limited,Asia,Asia Southern,Pakistan - PK - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2197,0,,EUR
COM14302,Bismillah Airlines - Bangladesh,PotCust,Bismillah Airlines,Asia,Asia Southern,Bangladesh - BD - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2198,0,,USD
COM14303,Firefly - Malaysia,PotCust,Firefly,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2199,0,,USD
COM14304,AZURE AVIATION - Malta,PotCust,AZURE AVIATION,Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2200,2,,EUR
COM14305,Plexus Academy - Saudi Arabia,PotCust,Plexus Academy,Asia,Middle East,Saudi Arabia - SA - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2201,0,,EUR
COM14306,Finistair - France,PotCust,Finistair,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2202,1,,EUR
COM14307,Air Niugini Ltd - Papua New Guinea,PotCust,Air Niugini Ltd,Oceania,Melanesia,Papua New Guinea - PG - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2203,21,,USD
COM14308,Ibis Air - South Africa,PotCust,Ibis Air,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%, 3 935,114%, 8 411,-100%,0.00,0.00,0.00,0.00,0.00,Standard,AFR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2204,1,2023-12-01,EUR
,MAF International - United Kingdom of Great Britain and Northern Ireland,PotCust,MAF International,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2205,0,,EUR
COM14310,Delta World Charter - United Arab Emirates,NonCust,Delta World Charter,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2206,1,,USD
COM14311,K-Mile Air - Thailand,PotCust,K-Mile Air,Asia,Asia South-eastern,Thailand - TH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2207,0,,USD
COM14312,Prime Avia - Kyrgyzstan,PotCust,Prime Avia,Asia,Middle East,Kyrgyzstan - KG - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2208,0,,USD
COM14313,"FlyCAA - Congo, Democratic Republic of the",PotCust,FlyCAA,Africa,Africa Sub-Saharan,"Congo, Democratic Republic of the - CD - Africa",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2209,0,,EUR
COM14314,GEWAN Aviation L.L.C. - United Arab Emirates,Customer,GEWAN Aviation L.L.C.,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%, 73 664,-7%,"68,472.00","101,960.00","126,129.00","44,303.00","68,472.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2210,1,2023-11-20,USD
COM14315,Royal Airways - Chad,PotCust,Royal Airways,Africa,Africa Sub-Saharan,Chad - TD - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2211,0,,EUR
COM14316,Bridges Air Cargo - Malta,Customer,Bridges Air Cargo,Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%, 34 385,62%,"55,763.00","49,246.00","78,006.00","27,003.00","55,763.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2212,1,2024-01-18,EUR
COM14317,Canada Jetlines - Canada,PotCust,Canada Jetlines,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2213,0,,USD
COM14318,Rimbun Air - Indonesia,PotCust,Rimbun Air,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2214,0,,USD
COM14319,SQI - Belgium,PotCust,SQI,Europe,Europe Western,Belgium - BE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2215,0,,EUR
COM13475,"WSI: Empire, Elite - United States of America",PotCust,"WSI: Empire, Elite",Americas,"America, Northern",United States of America - US - Americas,, 342 180,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2216,0,2016-08-01,USD
COM14320,G.A.A. AVIATION Pvt Ltd - Pakistan,PotCust,G.A.A. AVIATION Pvt Ltd,Asia,Asia Southern,Pakistan - PK - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2217,0,,USD
COM14321,TAILWIND AIRLINES - Turkey,PotCust,TAILWIND AIRLINES,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2218,4,,EUR
COM14322,FLY ONE ARMENIA - Armenia,Customer,FLY ONE ARMENIA,Asia,Middle East,Armenia - AM - Asia,,  ,0%, 9 173,626%, 66 579,100%,"133,336.00","159,194.00","221,238.00","71,291.00","133,336.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2219,3,2023-10-02,EUR
COM14323,Tennor International Services - Germany,PotCust,Tennor International Services,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2220,,,EUR
COM14324,SUPERNOVA AIRLINES - Ukraine,Customer,SUPERNOVA AIRLINES,Europe,Europe Eastern,Ukraine - UA - Europe,,  ,0%,  ,0%, 43 213,132%,"100,242.00","77,899.00","127,158.00","50,983.00","100,242.00",Standard,EUR5,AIRL,"11,132.00",0.00,"11,132.00",0.00,0.00,0.00,2221,1,2023-12-19,EUR
COM14325,TUM AeroCarga - Mexico,PotCust,TUM AeroCarga,Americas,"America, Latin and the Caribbean",Mexico - MX - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AME4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2222,10,,USD
COM14326,RELIANCE AIR CHARTER - Kenya,PotCust,RELIANCE AIR CHARTER,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2223,0,,USD
COM14327,Air Tahiti S.A. - French Polynesia,Customer,Air Tahiti S.A.,Oceania,Polynesia,French Polynesia - PF - Oceania,,  ,0%,  ,0%,  ,0%,0.00,"32,888.00","32,888.00",0.00,0.00,Standard,AME3,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2224,0,2026-02-18,EUR
COM14328,Nepal Airlines - Nepal,PotCust,Nepal Airlines,Asia,Asia Southern,Nepal - NP - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2225,0,,USD
COM14329,Lynx Air (BANKRUPT) - Canada,PotCust,Lynx Air (BANKRUPT),Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2226,0,,USD
COM14331,Fly Oya - Libya,PotCust,Fly Oya,Africa,Africa Northern,Libya - LY - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2227,3,,EUR
COM14332,AFCOM - India,Customer,AFCOM,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%, 91 074,26%,"114,620.00","112,868.00","160,982.00","66,506.00","114,620.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2228,2,2023-11-14,USD
COM14333,Dala Air - Kazakhstan,PotCust,Dala Air,Asia,Middle East,Kazakhstan - KZ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2229,,,EUR
COM14334,Pacific Island Air - Fiji,PotCust,Pacific Island Air,Oceania,Melanesia,Fiji - FJ - Oceania,,  ,0%,  ,0%, 12 516,-100%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2230,3,2023-11-21,USD
COM14335,Boskovic Air Charters - Kenya,PotCust,Boskovic Air Charters,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2231,0,,EUR
COM14336,ZondaJet - Poland,PotCust,ZondaJet,Europe,Europe Eastern,Poland - PL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2232,,,EUR
COM14337,FLY ARIELLA - Burkina Faso,PotCust,FLY ARIELLA,Africa,Africa Sub-Saharan,Burkina Faso - BF - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2233,2,,EUR
COM14338,SKY HIGH Dominican - Dominican Republic,PotCust,SKY HIGH Dominican,Americas,"America, Latin and the Caribbean",Dominican Republic - DO - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2234,8,,USD
COM14339,Jetset - Indonesia,PotCust,Jetset,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2235,0,,USD
COM14340,ROYAL CLASS - Argentina,PotCust,ROYAL CLASS,Americas,"America, Latin and the Caribbean",Argentina - AR - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2236,1,,USD
COM14341,LEASCOR - Philippines,PotCust,LEASCOR,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2237,0,,USD
COM14342,Hinterland Aviation - Australia,PotCust,Hinterland Aviation,Oceania,Australia and New Zealand,Australia - AU - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2238,,,USD
COM14343,Air Sprint - Canada,PotCust,Air Sprint,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2239,43,,USD
COM14344,ASCEND AIRWAYS - United Kingdom of Great Britain and Northern Ireland,NonCust,ASCEND AIRWAYS,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%, 91 949,151%,"230,491.00","110,439.00","239,026.00","101,903.00","230,491.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2240,7,2024-01-26,EUR
COM14345,"SK Telecom - Korea, Republic of",PotCust,SK Telecom,Asia,Asia Eastern,"Korea, Republic of - KR - Asia",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2241,0,2024-01-25,USD
COM14346,Aero Hi-Learn - France,PotCust,Aero Hi-Learn,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2242,,,EUR
COM14347,Bamboo Airways - Viet Nam,Customer,Bamboo Airways,Asia,Asia South-eastern,Viet Nam - VN - Asia,,  ,0%,  ,0%, 13 341,"1,011%","148,217.00","80,814.00","140,470.00","88,561.00","148,217.00",Standard,APAC4,AIRL,"8,707.00",0.00,"8,707.00",0.00,0.00,0.00,2243,5,2024-09-02,USD
COM14348,Titan Airways LTD - United Kingdom of Great Britain and Northern Ireland,Customer,Titan Airways LTD,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%, 100 532,553%,"656,799.00","415,624.00","693,884.00","378,539.00","656,799.00",Standard,EUR4,AIRL,"60,604.00",0.00,"60,604.00",0.00,0.00,0.00,2244,12,2017-08-01,EUR
COM14349,FlySBS Aviation - India,Customer via,FlySBS Aviation,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2245,,2024-04-29,USD
COM14350,Atlantic Air Solutions - Spain,Customer,Atlantic Air Solutions,Europe,Europe Southern,Spain - ES - Europe,,  ,0%,  ,0%,  ,100%,"29,179.00","28,440.00","40,774.00","16,845.00","29,179.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2246,1,2024-04-09,EUR
COM14351,ECCO AIR SP.ZO.O - Poland,PotCust,ECCO AIR SP.ZO.O,Europe,Europe Eastern,Poland - PL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2247,1,2023-12-15,EUR
COM14352,DAT LT (former Danish Air Transport) - Lithuania,Customer,DAT LT (former Danish Air Transport),Europe,Europe Northern,Lithuania - LT - Europe,,  ,0%, 447 566,5%, 468 691,3%,"482,773.00",0.00,"482,773.00",0.00,"482,773.00",Old,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2248,24,1991-12-01,EUR
COM14353,Albatros Airlines - Venezuela (Bolivarian Republic of),PotCust,Albatros Airlines,Americas,"America, Latin and the Caribbean",Venezuela (Bolivarian Republic of) - VE - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2249,3,,USD
COM14354,FLYAIR41 - Croatia,PotCust,FLYAIR41,Europe,Europe Southern,Croatia - HR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2250,6,,EUR
COM14355,VALO Management WLL - Bahrain,Customer,VALO Management WLL,Asia,Middle East,Bahrain - BH - Asia,,  ,0%,  ,0%, 109 710,25%,"137,129.00","102,075.00","162,283.00","76,920.00","137,129.00",Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2251,5,2024-03-11,EUR
COM14357,FLYBENGAL - Bangladesh,PotCust,FLYBENGAL,Asia,Asia Southern,Bangladesh - BD - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2252,,,USD
COM14358,Sonic Jet FZC - United Arab Emirates,PotCust,Sonic Jet FZC,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2253,,,USD
COM14359,Sonic Jet Atlantic Inc - Canada,PotCust,Sonic Jet Atlantic Inc,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2254,,,USD
COM14360,JETSKY AIRWAYS - Bulgaria,Quarantine,JETSKY AIRWAYS,Europe,Europe Eastern,Bulgaria - BG - Europe,2025-02-28,  ,0%, 8 308,"1,068%", 97 002,-82%,"17,645.00",0.00,0.00,"17,645.00","17,645.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2255,1,2023-12-13,EUR
COM14361,MSC AIR S.p.a. - Italy,PotCust,MSC AIR S.p.a.,Europe,Europe Southern,Italy - IT - Europe,,  ,0%,  ,0%,  ,100%,"37,587.00","52,758.00","33,693.00","56,652.00","37,587.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2256,0,2024-11-28,EUR
COM14362,Peak Aero Solutions - Switzerland,Customer,Peak Aero Solutions,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%, 251 144,-23%,"192,170.00","121,181.00","191,640.00","121,711.00","192,170.00",New FSP,EUR4,FSP,"13,652.00",0.00,"13,652.00",0.00,0.00,0.00,2257,6,2023-12-15,EUR
COM14363,Aerocom Aviation Oy - Finland,Customer,Aerocom Aviation Oy,Europe,Europe Northern,Finland - FI - Europe,,  ,0%,  ,0%, 16 040,100%,"32,110.00","24,234.00","40,251.00","16,093.00","32,110.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2258,1,2024-01-04,EUR
COM14364,Al Haya Aviation - Iraq,NonCust,Al Haya Aviation,Asia,Middle East,Iraq - IQ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2259,,2024-08-05,EUR
COM14367,Link Asia - Indonesia,PotCust,Link Asia,Asia,Asia South-eastern,Indonesia - ID - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2260,0,,EUR
COM14368,1FLT - United Arab Emirates,Customer,1FLT,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%, 35 697,40%,"49,976.00","34,538.00","55,372.00","29,142.00","49,976.00",New FSP,APAC5,FSP,"9,113.00",0.00,"4,556.00","4,556.00",0.00,0.00,2261,0,2024-03-28,EUR
COM14365,(Duplicate) Aerolínea del Estado Mexicano - Mexico,NonCust,(Duplicate) Aerolínea del Estado Mexicano,Americas,"America, Latin and the Caribbean",Mexico - MX - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2265,,,USD
COM14369,Fly Mara Airlines - Kenya,Customer,Fly Mara Airlines,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,100%,"10,434.00",0.00,"4,188.00","6,245.00","10,434.00",Standard,AFR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2266,1,2024-12-06,EUR
COM14370,Bjarne test 2024-01-16 - Denmark,PotCust,Bjarne test 2024-01-16,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2267,,,EUR
COM14371,Fly7 Executive Aviation SA - Switzerland,Customer,Fly7 Executive Aviation SA,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%, 404 500,0%,"404,028.00","271,722.00","441,365.00","234,385.00","404,028.00",Standard,EUR3,GA-BA,"42,862.00",0.00,"42,862.00",0.00,0.00,0.00,2268,24,2024-01-01,EUR
COM14372,Air Haifa - Israel,PotCust,Air Haifa,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2269,,,USD
COM14373,EL AL Israel Airlines - Israel,PotCust,EL AL Israel Airlines,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2270,0,,EUR
COM14374,EGYPT VALLEY AVIATION SERVICES - Egypt,PotCust,EGYPT VALLEY AVIATION SERVICES,Africa,Africa Northern,Egypt - EG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2271,,,EUR
COM14375,Fox Aviation - Slovenia,Pending Closure,Fox Aviation,Europe,Europe Southern,Slovenia - SI - Europe,,  ,0%,  ,0%, 30 894,93%,"59,471.00","32,847.00","59,393.00","32,926.00","59,471.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2272,4,2024-03-01,EUR
COM14376,SMALL FLY - Malta,Customer,SMALL FLY,Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%,  ,100%,"59,846.00","73,314.00","106,892.00","26,268.00","59,846.00",Standard,EUR5,GA-BA,"-21,034.00",0.00,"-21,034.00",0.00,0.00,0.00,2273,3,2025-01-31,EUR
COM14377,Fly Aeolus - Belgium,PotCust,Fly Aeolus,Europe,Europe Western,Belgium - BE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2274,,,EUR
COM14378,Skywards Aviation - India,PotCust,Skywards Aviation,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2275,,,USD
